Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-07 09:30:00+08:00,43.75,44.0,43.599998474121094,43.70000076293945,0,0,0
2020-12-07 09:31:00+08:00,43.70000076293945,43.70000076293945,43.54999923706055,43.650001525878906,153222,0,0
2020-12-07 09:32:00+08:00,43.599998474121094,43.650001525878906,43.54999923706055,43.599998474121094,202434,0,0
2020-12-07 09:33:00+08:00,43.54999923706055,43.650001525878906,43.54999923706055,43.650001525878906,206951,0,0
2020-12-07 09:34:00+08:00,43.650001525878906,43.70000076293945,43.599998474121094,43.599998474121094,297767,0,0
2020-12-07 09:35:00+08:00,43.599998474121094,43.650001525878906,43.54999923706055,43.54999923706055,116009,0,0
2020-12-07 09:36:00+08:00,43.599998474121094,43.650001525878906,43.54999923706055,43.54999923706055,252262,0,0
2020-12-07 09:37:00+08:00,43.5,43.5,43.349998474121094,43.349998474121094,269147,0,0
2020-12-07 09:38:00+08:00,43.45000076293945,43.45000076293945,43.349998474121094,43.45000076293945,165077,0,0
2020-12-07 09:39:00+08:00,43.400001525878906,43.45000076293945,43.349998474121094,43.349998474121094,98199,0,0
2020-12-07 09:40:00+08:00,43.349998474121094,43.400001525878906,43.20000076293945,43.29999923706055,465600,0,0
2020-12-07 09:41:00+08:00,43.29999923706055,43.29999923706055,43.20000076293945,43.20000076293945,155401,0,0
2020-12-07 09:42:00+08:00,43.20000076293945,43.20000076293945,43.099998474121094,43.099998474121094,204096,0,0
2020-12-07 09:43:00+08:00,43.099998474121094,43.150001525878906,43.04999923706055,43.04999923706055,221304,0,0
2020-12-07 09:44:00+08:00,43.04999923706055,43.099998474121094,43.0,43.04999923706055,131463,0,0
2020-12-07 09:45:00+08:00,43.04999923706055,43.099998474121094,43.0,43.099998474121094,258743,0,0
2020-12-07 09:46:00+08:00,43.099998474121094,43.20000076293945,43.04999923706055,43.099998474121094,290400,0,0
2020-12-07 09:47:00+08:00,43.099998474121094,43.099998474121094,43.04999923706055,43.04999923706055,69200,0,0
2020-12-07 09:48:00+08:00,43.099998474121094,43.099998474121094,42.900001525878906,42.95000076293945,618949,0,0
2020-12-07 09:49:00+08:00,42.900001525878906,42.95000076293945,42.70000076293945,42.70000076293945,554045,0,0
2020-12-07 09:50:00+08:00,42.70000076293945,42.79999923706055,42.599998474121094,42.70000076293945,413600,0,0
2020-12-07 09:51:00+08:00,42.75,42.95000076293945,42.70000076293945,42.95000076293945,404086,0,0
2020-12-07 09:52:00+08:00,42.95000076293945,42.95000076293945,42.849998474121094,42.95000076293945,144000,0,0
2020-12-07 09:53:00+08:00,42.95000076293945,43.04999923706055,42.900001525878906,43.0,205978,0,0
2020-12-07 09:54:00+08:00,43.04999923706055,43.04999923706055,42.95000076293945,43.04999923706055,138778,0,0
2020-12-07 09:55:00+08:00,43.0,43.04999923706055,42.900001525878906,42.95000076293945,208000,0,0
2020-12-07 09:56:00+08:00,42.95000076293945,42.95000076293945,42.900001525878906,42.95000076293945,66400,0,0
2020-12-07 09:57:00+08:00,42.95000076293945,42.95000076293945,42.900001525878906,42.900001525878906,54354,0,0
2020-12-07 09:58:00+08:00,42.900001525878906,42.95000076293945,42.900001525878906,42.900001525878906,109480,0,0
2020-12-07 09:59:00+08:00,42.900001525878906,42.900001525878906,42.849998474121094,42.900001525878906,46823,0,0
2020-12-07 10:00:00+08:00,42.900001525878906,42.900001525878906,42.79999923706055,42.79999923706055,180338,0,0
2020-12-07 10:01:00+08:00,42.79999923706055,42.849998474121094,42.75,42.79999923706055,215200,0,0
2020-12-07 10:02:00+08:00,42.79999923706055,42.79999923706055,42.75,42.75,185682,0,0
2020-12-07 10:03:00+08:00,42.75,42.75,42.650001525878906,42.650001525878906,245300,0,0
2020-12-07 10:04:00+08:00,42.70000076293945,42.70000076293945,42.650001525878906,42.650001525878906,113393,0,0
2020-12-07 10:05:00+08:00,42.70000076293945,42.75,42.650001525878906,42.70000076293945,329307,0,0
2020-12-07 10:06:00+08:00,42.79999923706055,42.79999923706055,42.70000076293945,42.79999923706055,51067,0,0
2020-12-07 10:07:00+08:00,42.79999923706055,42.79999923706055,42.70000076293945,42.70000076293945,136494,0,0
2020-12-07 10:08:00+08:00,42.75,42.79999923706055,42.70000076293945,42.75,66975,0,0
2020-12-07 10:09:00+08:00,42.75,42.75,42.70000076293945,42.75,113200,0,0
2020-12-07 10:10:00+08:00,42.75,42.79999923706055,42.70000076293945,42.75,114423,0,0
2020-12-07 10:11:00+08:00,42.75,42.79999923706055,42.70000076293945,42.75,109800,0,0
2020-12-07 10:12:00+08:00,42.79999923706055,42.79999923706055,42.75,42.75,22400,0,0
2020-12-07 10:13:00+08:00,42.79999923706055,42.79999923706055,42.70000076293945,42.75,120425,0,0
2020-12-07 10:14:00+08:00,42.75,42.849998474121094,42.75,42.79999923706055,473330,0,0
2020-12-07 10:15:00+08:00,42.79999923706055,42.849998474121094,42.75,42.79999923706055,157570,0,0
2020-12-07 10:16:00+08:00,42.79999923706055,42.79999923706055,42.75,42.75,108000,0,0
2020-12-07 10:17:00+08:00,42.75,42.79999923706055,42.650001525878906,42.75,1082594,0,0
2020-12-07 10:18:00+08:00,42.75,42.849998474121094,42.75,42.849998474121094,74000,0,0
2020-12-07 10:19:00+08:00,42.849998474121094,42.849998474121094,42.79999923706055,42.79999923706055,62000,0,0
2020-12-07 10:20:00+08:00,42.849998474121094,42.849998474121094,42.79999923706055,42.849998474121094,31603,0,0
2020-12-07 10:21:00+08:00,42.849998474121094,42.849998474121094,42.79999923706055,42.849998474121094,56524,0,0
2020-12-07 10:22:00+08:00,42.849998474121094,42.849998474121094,42.79999923706055,42.849998474121094,82500,0,0
2020-12-07 10:23:00+08:00,42.79999923706055,42.900001525878906,42.79999923706055,42.849998474121094,221312,0,0
2020-12-07 10:24:00+08:00,42.900001525878906,42.900001525878906,42.849998474121094,42.849998474121094,75600,0,0
2020-12-07 10:25:00+08:00,42.849998474121094,42.900001525878906,42.79999923706055,42.849998474121094,79230,0,0
2020-12-07 10:26:00+08:00,42.849998474121094,42.900001525878906,42.79999923706055,42.900001525878906,82124,0,0
2020-12-07 10:27:00+08:00,42.900001525878906,42.95000076293945,42.900001525878906,42.95000076293945,189200,0,0
2020-12-07 10:28:00+08:00,42.900001525878906,43.0,42.900001525878906,42.95000076293945,110800,0,0
2020-12-07 10:29:00+08:00,42.95000076293945,42.95000076293945,42.900001525878906,42.95000076293945,54488,0,0
2020-12-07 10:30:00+08:00,42.900001525878906,42.95000076293945,42.849998474121094,42.900001525878906,96000,0,0
2020-12-07 10:31:00+08:00,42.900001525878906,42.95000076293945,42.849998474121094,42.95000076293945,94805,0,0
