Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-22 09:30:00+08:00,39.25,39.5,39.04999923706055,39.150001525878906,0,0,0
2020-12-22 09:31:00+08:00,39.400001525878906,39.400001525878906,39.0,39.099998474121094,136426,0,0
2020-12-22 09:32:00+08:00,39.0,39.150001525878906,39.0,39.150001525878906,196403,0,0
2020-12-22 09:33:00+08:00,39.150001525878906,39.150001525878906,39.04999923706055,39.150001525878906,131513,0,0
2020-12-22 09:34:00+08:00,39.04999923706055,39.150001525878906,39.04999923706055,39.04999923706055,84595,0,0
2020-12-22 09:35:00+08:00,39.099998474121094,39.150001525878906,39.099998474121094,39.150001525878906,70034,0,0
2020-12-22 09:36:00+08:00,39.099998474121094,39.150001525878906,39.04999923706055,39.099998474121094,97600,0,0
2020-12-22 09:37:00+08:00,39.099998474121094,39.099998474121094,39.0,39.0,118800,0,0
2020-12-22 09:38:00+08:00,39.0,39.04999923706055,39.0,39.04999923706055,234400,0,0
2020-12-22 09:39:00+08:00,39.04999923706055,39.04999923706055,39.0,39.04999923706055,185200,0,0
2020-12-22 09:40:00+08:00,39.0,39.04999923706055,38.95000076293945,39.0,347600,0,0
2020-12-22 09:41:00+08:00,39.0,39.04999923706055,38.900001525878906,38.95000076293945,134051,0,0
2020-12-22 09:42:00+08:00,38.95000076293945,39.0,38.900001525878906,38.95000076293945,254801,0,0
2020-12-22 09:43:00+08:00,38.95000076293945,39.0,38.900001525878906,38.95000076293945,352000,0,0
2020-12-22 09:44:00+08:00,38.900001525878906,39.0,38.900001525878906,39.0,263200,0,0
2020-12-22 09:45:00+08:00,38.95000076293945,39.150001525878906,38.95000076293945,39.099998474121094,801393,0,0
2020-12-22 09:46:00+08:00,39.099998474121094,39.099998474121094,39.04999923706055,39.04999923706055,133471,0,0
2020-12-22 09:47:00+08:00,39.099998474121094,39.099998474121094,39.04999923706055,39.04999923706055,52800,0,0
2020-12-22 09:48:00+08:00,39.099998474121094,39.099998474121094,39.04999923706055,39.04999923706055,85600,0,0
2020-12-22 09:49:00+08:00,39.04999923706055,39.04999923706055,39.0,39.04999923706055,61200,0,0
2020-12-22 09:50:00+08:00,39.04999923706055,39.04999923706055,39.0,39.0,100400,0,0
2020-12-22 09:51:00+08:00,39.04999923706055,39.099998474121094,39.0,39.0,447200,0,0
2020-12-22 09:52:00+08:00,39.0,39.150001525878906,39.0,39.099998474121094,673615,0,0
2020-12-22 09:53:00+08:00,39.04999923706055,39.099998474121094,39.04999923706055,39.04999923706055,20000,0,0
2020-12-22 09:54:00+08:00,39.099998474121094,39.099998474121094,39.04999923706055,39.04999923706055,162000,0,0
2020-12-22 09:55:00+08:00,39.04999923706055,39.04999923706055,39.0,39.0,44403,0,0
2020-12-22 09:56:00+08:00,39.04999923706055,39.04999923706055,39.04999923706055,39.04999923706055,46800,0,0
2020-12-22 09:57:00+08:00,39.099998474121094,39.20000076293945,39.04999923706055,39.150001525878906,266734,0,0
2020-12-22 09:58:00+08:00,39.20000076293945,39.20000076293945,39.150001525878906,39.150001525878906,23648,0,0
2020-12-22 09:59:00+08:00,39.150001525878906,39.20000076293945,39.099998474121094,39.150001525878906,15200,0,0
2020-12-22 10:00:00+08:00,39.099998474121094,39.150001525878906,39.099998474121094,39.150001525878906,33200,0,0
2020-12-22 10:01:00+08:00,39.099998474121094,39.25,39.099998474121094,39.20000076293945,101600,0,0
2020-12-22 10:02:00+08:00,39.20000076293945,39.25,39.20000076293945,39.25,47247,0,0
2020-12-22 10:03:00+08:00,39.20000076293945,39.29999923706055,39.20000076293945,39.25,73600,0,0
2020-12-22 10:04:00+08:00,39.25,39.400001525878906,39.25,39.349998474121094,38400,0,0
2020-12-22 10:05:00+08:00,39.349998474121094,39.400001525878906,39.349998474121094,39.349998474121094,70802,0,0
2020-12-22 10:06:00+08:00,39.29999923706055,39.349998474121094,39.25,39.29999923706055,68000,0,0
2020-12-22 10:07:00+08:00,39.349998474121094,39.349998474121094,39.29999923706055,39.29999923706055,29200,0,0
2020-12-22 10:08:00+08:00,39.29999923706055,39.349998474121094,39.29999923706055,39.349998474121094,6800,0,0
2020-12-22 10:09:00+08:00,39.29999923706055,39.349998474121094,39.25,39.29999923706055,61600,0,0
2020-12-22 10:10:00+08:00,39.29999923706055,39.349998474121094,39.25,39.29999923706055,24004,0,0
2020-12-22 10:11:00+08:00,39.349998474121094,39.349998474121094,39.29999923706055,39.29999923706055,21600,0,0
2020-12-22 10:12:00+08:00,39.29999923706055,39.349998474121094,39.25,39.29999923706055,42800,0,0
2020-12-22 10:13:00+08:00,39.29999923706055,39.29999923706055,39.25,39.29999923706055,63208,0,0
2020-12-22 10:14:00+08:00,39.29999923706055,39.45000076293945,39.29999923706055,39.45000076293945,136800,0,0
2020-12-22 10:15:00+08:00,39.45000076293945,39.5,39.349998474121094,39.45000076293945,115334,0,0
2020-12-22 10:16:00+08:00,39.400001525878906,39.400001525878906,39.349998474121094,39.400001525878906,29200,0,0
2020-12-22 10:17:00+08:00,39.400001525878906,39.45000076293945,39.349998474121094,39.400001525878906,88400,0,0
2020-12-22 10:18:00+08:00,39.349998474121094,39.5,39.349998474121094,39.5,41200,0,0
2020-12-22 10:19:00+08:00,39.5,39.5,39.45000076293945,39.45000076293945,28000,0,0
2020-12-22 10:20:00+08:00,39.45000076293945,39.45000076293945,39.45000076293945,39.45000076293945,7600,0,0
2020-12-22 10:21:00+08:00,39.45000076293945,39.5,39.45000076293945,39.45000076293945,22800,0,0
2020-12-22 10:22:00+08:00,39.45000076293945,39.5,39.45000076293945,39.45000076293945,17200,0,0
2020-12-22 10:23:00+08:00,39.5,39.5,39.45000076293945,39.45000076293945,20400,0,0
2020-12-22 10:24:00+08:00,39.45000076293945,39.650001525878906,39.45000076293945,39.599998474121094,461600,0,0
2020-12-22 10:25:00+08:00,39.54999923706055,39.599998474121094,39.5,39.54999923706055,158000,0,0
2020-12-22 10:26:00+08:00,39.54999923706055,39.599998474121094,39.54999923706055,39.54999923706055,72400,0,0
2020-12-22 10:27:00+08:00,39.54999923706055,39.599998474121094,39.54999923706055,39.599998474121094,18010,0,0
2020-12-22 10:28:00+08:00,39.599998474121094,39.599998474121094,39.599998474121094,39.599998474121094,1933,0,0
2020-12-22 10:29:00+08:00,39.599998474121094,39.650001525878906,39.599998474121094,39.599998474121094,105200,0,0
2020-12-22 10:30:00+08:00,39.599998474121094,39.650001525878906,39.599998474121094,39.650001525878906,28400,0,0
2020-12-22 10:31:00+08:00,39.599998474121094,39.650001525878906,39.599998474121094,39.599998474121094,11200,0,0
2020-12-22 10:32:00+08:00,39.650001525878906,39.70000076293945,39.599998474121094,39.599998474121094,23600,0,0
2020-12-22 10:33:00+08:00,39.650001525878906,39.70000076293945,39.650001525878906,39.650001525878906,78400,0,0
2020-12-22 10:34:00+08:00,39.650001525878906,39.70000076293945,39.650001525878906,39.650001525878906,20000,0,0
